time,seconds_elapsed,z,y,x
1750742373867981300,0.073981201171875,-0.9169492721557617,-0.6784219145774841,-1.4261687994003296
1750742373893054000,0.099053955078125,-1.232150673866272,-1.8933762311935425,-0.5647557973861694
1750742373918128000,0.124128173828125,-1.4291622638702393,-2.19270658493042,0.26142361760139465
1750742373943201000,0.149200927734375,-1.452803134918213,-1.7932504415512085,0.7911593914031982
1750742373968274200,0.174274169921875,-0.9805679321289062,-0.4835086166858673,1.1590156555175781
1750742373993347000,0.19934716796875,-0.1566449999809265,-0.25840386748313904,1.4476770162582397
1750742374018421200,0.224421142578125,0.27243632078170776,-1.3956698179244995,1.0822359323501587
1750742374043494000,0.249493896484375,0.40558716654777527,-0.18490220606327057,0.7339397668838501
1750742374068566800,0.27456689453125,0.22828936576843262,-0.1302485466003418,0.32628756761550903
1750742374093640000,0.299639892578125,0.08691439032554626,-0.36774471402168274,0.45478853583335876
1750742374118713900,0.3247138671875,0.5367284417152405,-0.7864117622375488,0.6218481063842773
1750742374143787000,0.349787109375,0.8463733792304993,-1.3579037189483643,0.6926761865615845
1750742374168860000,0.37485986328125,0.7831230163574219,-1.336775541305542,0.8054909110069275
1750742374193933000,0.39993310546875,0.6942075490951538,-1.6521790027618408,0.7178018093109131
1750742374219007000,0.425007080078125,0.9750852584838867,-1.9225388765335083,0.7186068892478943
1750742374244079900,0.450079833984375,1.3901703357696533,-2.287510633468628,0.505693256855011
1750742374269152800,0.47515283203125,1.9457709789276123,-2.51975154876709,0.2791714370250702
1750742374294226000,0.500225830078125,2.112867832183838,-2.9768636226654053,0.1410932093858719
1750742374319299800,0.5252998046875,1.7403686046600342,-2.3653008937835693,-0.285347580909729
1750742374344373000,0.550373046875,2.209458112716675,-1.8219786882400513,-1.0437955856323242
1750742374369446000,0.57544580078125,2.827545404434204,-3.0297536849975586,-0.8234449028968811
1750742374394518800,0.600518798828125,3.1239609718322754,-4.417844295501709,0.238850399851799
1750742374419593000,0.625593017578125,3.578709840774536,-3.6739156246185303,0.7830522060394287
1750742374444665900,0.650665771484375,4.194364070892334,-2.7023065090179443,0.866951584815979
1750742374469739000,0.675739013671875,3.4200844764709473,-3.208069086074829,0.9800456762313843
1750742374494812000,0.70081201171875,3.3563623428344727,-3.099194288253784,2.047128200531006
1750742374519886000,0.725885986328125,2.6774046421051025,-3.025149345397949,2.2037816047668457
1750742374544958700,0.750958740234375,2.2358016967773438,-3.02970027923584,2.3563313484191895
1750742374570031900,0.776031982421875,2.0656824111938477,-3.89676833152771,3.4510107040405273
1750742374595105000,0.80110498046875,1.727234125137329,-4.731112003326416,3.933349609375
1750742374620179000,0.826178955078125,1.696898341178894,-4.845530986785889,2.4533426761627197
1750742374645252000,0.851252197265625,2.2718138694763184,-3.956322193145752,1.0312838554382324
1750742374670324700,0.87632470703125,2.578392267227173,-3.2513556480407715,0.1681988686323166
1750742374695399000,0.90139892578125,1.8631421327590942,-3.0177719593048096,-0.7399068474769592
1750742374720471800,0.926471923828125,2.194464921951294,-1.5522303581237793,-1.5454821586608887
1750742374745545000,0.951544921875,0.8320106863975525,0.10874538868665695,-1.739932894706726
1750742374770617900,0.976617919921875,1.3403782844543457,3.1235742568969727,-0.6640112996101379
