datetime_ist,Location_latitude,Location_longitude,Location_speed,Accel_vehicle_x,Gyro_vehicle_z,jerk,aggression_score,aggressive_label
2025-06-24 10:49:33.872996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.0789871651978156,-1.013574701662612,0.0,1.0,Aggressive
2025-06-24 10:49:33.897996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.588225263250172,-1.8351531719921028,20.36952392209426,1.0,Aggressive
2025-06-24 10:49:33.922996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.5295076806389083,-2.136360666600601,-2.3487033044505523,1.0,Aggressive
2025-06-24 10:49:33.947996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.1591947562789624,-1.9512424630925087,-14.812516974397836,1.0,Aggressive
2025-06-24 10:49:33.972996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.6521113696379672,-0.933874844225241,19.71666453436019,1.0,Aggressive
2025-06-24 10:49:33.997996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,-0.2998484500187295,-0.3886804511734475,-78.07839278626787,1.0,Aggressive
2025-06-24 10:49:34.022996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,-0.0002224167644178,-0.3042402345048353,11.985041330172468,1.0,Aggressive
2025-06-24 10:49:34.047996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.0737767368293285,0.317863238311839,42.95996614374985,1.0,Aggressive
2025-06-24 10:49:34.072996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,-0.1909908752420629,0.0531595537881678,-50.59070448285565,1.0,Aggressive
2025-06-24 10:49:34.097996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,0.6204343771835306,-0.0877527628840673,32.45701009702374,1.0,Aggressive
2025-06-24 10:49:34.122996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,0.3817705097593169,0.0980877880280243,-9.546554696968546,1.0,Aggressive
2025-06-24 10:49:34.147996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,0.8410034001650996,0.0545836253252158,18.369315616231304,1.0,Aggressive
2025-06-24 10:49:34.172996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,0.551135005140361,0.0184335974896562,-11.594735800989543,1.0,Aggressive
2025-06-24 10:49:34.197996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,0.0135438381545611,-0.2588537131572499,-21.503646679431995,1.0,Aggressive
2025-06-24 10:49:34.222996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,2.191801375595165,-0.0392952512404276,87.13030149762415,1.0,Aggressive
2025-06-24 10:49:34.247996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.007634228693283,-0.0597530804004799,-47.36668587607529,1.0,Aggressive
2025-06-24 10:49:34.272996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,3.1460279974462684,0.2822815572410164,85.53575075011942,1.0,Aggressive
2025-06-24 10:49:34.297996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.969148193440632,0.0201512248971791,-47.07519216022545,1.0,Aggressive
2025-06-24 10:49:34.322996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,1.2095554476236363,-0.0364592674074681,-30.38370983267983,1.0,Aggressive
2025-06-24 10:49:34.347996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,2.7513583938473927,0.222975326347052,61.67211784895025,1.0,Aggressive
2025-06-24 10:49:34.372996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,3.7497265740436263,0.2417973248973237,39.93472720784934,1.0,Aggressive
2025-06-24 10:49:34.397996+05:30,23.07493818651477,72.67124248431627,19.584000205993654,2.5929365199319525,0.6339440018432141,-46.27160216446695,1.0,Aggressive
