datetime_ist,Accelerometer_x,Accelerometer_y,Accelerometer_z,Gravity_x,Gravity_y,Gravity_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Magnetometer_x,Magnetometer_y,Magnetometer_z,Orientation_qw,Orientation_qx,Orientation_qy,Orientation_qz,Location_latitude,Location_longitude,Location_speed,Location_bearing,Location_horizontalaccuracy
2026-06-10 19:17:16.662110+05:30,-0.0703031967521179,-0.1542640945166349,0.3448743446558713,-0.1109078774688765,-2.73478912127316,-9.41695334779918,-0.0133334882557392,0.0422116070985794,0.0016746711917221,-12.7554931640625,16.433395385742188,-52.065765380859375,0.545703653200521,0.0728672033483752,-0.1206621921698537,-0.8260378934759498,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.687110+05:30,-0.1358087474315427,-0.097071550220251,0.2549059044390916,-0.1039106937916018,-2.730031405352056,-9.418413483479618,-0.0191558711230754,0.0145782586187124,-0.0087432460859417,-13.15228271484375,16.46784210205078,-52.34593200683594,0.5457476121221851,0.0730334307310804,-0.1202525086808149,-0.8260538758136244,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.712110+05:30,-0.0994814700393471,-0.0644485067740082,0.0784703101247549,-0.1046242854210548,-2.731081206665933,-9.418101348790524,0.0159050226211547,-0.0274424813687801,-0.0254715085029602,-13.253196716308594,16.624969482421875,-52.36524963378906,0.5455661511420657,0.0730073854690271,-0.1203344990597837,-0.8261640228650631,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.737110+05:30,-0.1142494977806694,-0.1199658113345503,0.1889525460600853,-0.1084112292143981,-2.7343714803829786,-9.41710356992483,0.0030212253332138,-0.0065834303386509,-0.0218748766928911,-13.1883544921875,16.55127716064453,-52.53254699707031,0.5452825649288447,0.0729005832604465,-0.1206102689909032,-0.826320447194742,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.762110+05:30,-0.1475171136076096,-0.172848675738275,0.2651110721111297,-0.1097099911875091,-2.7317668508425355,-9.417844743680954,-0.0289928540587425,-0.0195058286190032,-0.0271518696099519,-13.16180419921875,16.556106567382812,-52.58494567871094,0.5450364273780194,0.0727320204716227,-0.1205554108346327,-0.8265058115163612,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.787110+05:30,-0.0584341053226962,-0.1440095347449183,0.2105214037895202,-0.116641918475693,-2.722597455959022,-9.420416055473686,-0.0415478162467479,-0.0523501262068748,-0.015427578240633,-13.23956298828125,16.634071350097656,-52.64143371582031,0.5447804614934236,0.0721266410049289,-0.120375204047717,-0.8267538256580343,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.812110+05:30,-0.0606242449112702,-0.075006725667417,-0.2005599817454814,-0.1313607915793545,-2.722019363810122,-9.42038975198865,0.0287130326032638,-0.063155673444271,-0.0020116213709115,-13.201217651367188,16.622337341308594,-52.70306396484375,0.5446237207804683,0.0714545706060355,-0.120780985802318,-0.8268561838440291,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.837110+05:30,-0.0795202301696408,-0.0979626538410782,-0.1215519114822149,-0.1474799690681509,-2.7361735613688825,-9.416049676957726,0.0669594407081604,-0.0641671940684318,-0.0105828028172254,-13.499435424804688,16.373199462890625,-52.49452209472656,0.5444298580076178,0.0711508162423125,-0.1218714283568192,-0.8268500900204077,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.862110+05:30,-0.0691352398181334,-0.1480164322987198,0.0329962606728076,-0.1572665094693191,-2.7506135901317,-9.411682713919877,0.0387348383665084,-0.0113373231142759,-0.0154930222779512,-13.580947875976562,16.199661254882812,-52.427001953125,0.544172584579029,0.0711178830923813,-0.12280048733567,-0.8268848279907458,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.887110+05:30,-0.1071066950876265,-0.1960667619794607,0.1964174751132726,-0.1519159604879096,-2.752392290242016,-9.4112507522434,-0.0245265085250139,0.040393054485321,-0.0093076415359973,-13.686180114746094,16.22113037109375,-52.40074157714844,0.5440525879117765,0.0713823603519421,-0.1227367318673411,-0.826950496264188,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.912110+05:30,-0.0160716576857957,-0.1954690883472561,0.0553220742493867,-0.1379053817840758,-2.74386236230582,-9.413957088592648,-0.0373710468411445,0.0630369335412979,0.0046280138194561,-13.15361785888672,16.506797790527344,-52.59181213378906,0.5441953422639974,0.0717541051004617,-0.1219553977174876,-0.8269400312563849,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.937110+05:30,-0.0941093668132554,-0.2639201087608933,0.0187421098709106,-0.1307958968387451,-2.739306598697602,-9.415385075569151,-0.0053393472917377,0.005598138552159,-0.001467429450713,-13.064735412597656,16.57129669189453,-52.41687774658203,0.544251810190096,0.0719336576539063,-0.1215504381739506,-0.8269468448431757,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.962110+05:30,-0.0991356705426704,-0.2213423652723431,-0.0456084894865751,-0.1301091658167541,-2.741931101982295,-9.414630457809569,0.0227348338812589,0.0250110980123281,-0.0023623062297701,-13.34638214111328,16.322532653808594,-52.23778533935547,0.5442260965516194,0.0720367149021901,-0.1216475919350274,-0.826940442035693,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:16.987110+05:30,-0.0658482814361807,-0.1791848930224776,-0.0356026437789201,-0.1194031085510272,-2.746080622877181,-9.413563120839,0.004540120717138,0.063114508986473,0.008910340256989,-13.316871643066406,16.518142700195312,-52.26386260986328,0.5443141665536819,0.07263198883485,-0.1215173085924534,-0.8268495605687347,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.012110+05:30,-0.0857974655419122,-0.2213856198921799,0.0469213256508111,-0.1060379607444163,-2.7463766832143066,-9.4136367705971,-0.0124539909884333,0.0580463036894798,0.009157283231616,-13.24213409423828,16.530540466308594,-52.27652740478516,0.5445234269382919,0.0732457125312444,-0.1211328736729706,-0.8267139986418559,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.037110+05:30,-0.1368607315693516,-0.1939554689139127,-0.0066314008384943,-0.0961250722835306,-2.748219096210599,-9.41320539344251,0.0315249636769294,0.0326214581727981,4.93205152451e-05,-13.113601684570312,16.512237548828125,-52.21797943115234,0.544661581524787,0.0737462158215714,-0.1209197661504153,-0.8266096885603649,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.062110+05:30,-0.1310536618589423,-0.1724330806747079,-0.1306172614693641,-0.0916070286035072,-2.764504168318212,-9.408480703008175,0.0830482169985771,0.0154369911178946,-0.0164025165140628,-13.130729675292969,16.411941528320312,-52.10541534423828,0.5445297059958445,0.0744016212792423,-0.121512902837151,-0.8265508933281128,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.087110+05:30,-0.1501526497429702,-0.1721463726878166,0.0172813896685838,-0.0814863426108378,-2.78289673409909,-9.403149863374232,0.0495069324970245,0.0690549463033676,-0.01032339874655,-13.262893676757812,16.30292510986328,-52.24689483642578,0.5443740653587507,0.07535681731421,-0.1220414985321915,-0.8264889845298204,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.112110+05:30,-0.0449582271506078,-0.1652805785715579,0.1094973165512084,-0.0624815540825948,-2.789313907665014,-9.401393959617614,0.0129547268152236,0.0841373056173324,-0.0092768035829067,-13.095794677734377,16.45709228515625,-52.10436248779297,0.5443903437511572,0.0763658890019663,-0.1217807863143844,-0.826424105754381,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.137110+05:30,-0.0594176501670619,-0.1187275017112493,0.0253793559283018,-0.0469746176074724,-2.793219975192845,-9.400324284559488,0.0207568295300006,0.0428473614156246,-0.0212675891816616,-12.930992126464844,16.420745849609375,-52.30200958251953,0.5443320186854894,0.0771395669043992,-0.1215167576023297,-0.8264296200115462,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.162110+05:30,-0.1704144708612933,-0.1481631472930312,0.0529407320708036,-0.0366839955751085,-2.797303445114195,-9.399155825302005,-0.0005062655545771,0.0443746261298656,-0.0319331623613834,-12.970466613769531,16.42530059814453,-52.271751403808594,0.5440603100771177,0.0776629516856638,-0.121428495591284,-0.8265725209470451,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.187110+05:30,-0.1090633455807343,-0.1524713658809662,0.2087508869856595,-0.0196249160208506,-2.7903017496585845,-9.40128816115558,-0.0577892623841762,0.0795917361974716,-0.0277855545282363,-12.73760986328125,16.35565185546875,-52.14048004150391,0.543875914877076,0.0781631484110223,-0.1206575151342603,-0.8267594832093924,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.212110+05:30,-0.1149271413139067,-0.146333886039257,0.0037812721043825,-0.0041843399048724,-2.7786320623919365,-9.404763143789769,-0.0214527323842048,0.0270457584410905,-0.0226870700716972,-12.480010986328123,16.49554443359375,-52.06188201904297,0.5437430364109165,0.0784638595292865,-0.1197244664474337,-0.826954005995563,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.237110+05:30,-0.0605740034282207,-0.0813078716382384,-0.0384802450418472,-0.0081095933362521,-2.784401877965033,-9.403054001784325,0.06101631000638,-0.0712838992476463,-0.0307724587619304,-12.486053466796877,16.658721923828125,-52.22228240966797,0.5433987941514581,0.0784152036418111,-0.1201196246098322,-0.8271276739513752,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.262110+05:30,0.0012425885061966,-0.1790022299319505,0.1654191102594137,-0.0396994755053427,-2.798935722491145,-9.398657812651992,0.0443661585450172,-0.2091892659664154,-0.0172883849591016,-13.017601013183594,16.339805603027344,-52.32085418701172,0.5428328866985032,0.0774009153670362,-0.1217001018304248,-0.8273636982715669,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.287110+05:30,0.1017875550246331,-0.1248278644129633,0.209518364226818,-0.0932582755424082,-2.802831853146851,-9.397117597472668,-0.0212332215160131,-0.2245585471391677,0.000699519412592,-13.303009033203123,16.2105712890625,-52.38353729248047,0.5424097686859388,0.0751468882647664,-0.123423178553507,-0.8275936684507326,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.312110+05:30,-0.2071242173655889,-0.1606479503348469,0.169450557732582,-0.127166253365809,-2.7852675548836587,-9.40194107210636,-0.131547212600708,-0.0156615208834409,0.0103172585368156,-13.566673278808594,16.236923217773438,-52.10536956787109,0.5423057341709682,0.0731546175029903,-0.1236236676872955,-0.8278103475095809,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.337110+05:30,-0.3354981751538813,-0.1429118026360869,0.1666957060664892,-0.1069802282969001,-2.7450939499273894,-9.414000343212484,-0.1920171827077865,0.1511024385690689,0.0038676680997014,-13.519386291503906,16.51544189453125,-51.99921417236328,0.5427141652664002,0.0729023599272202,-0.121263414751467,-0.8279142054662553,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.362110+05:30,-0.1862880395585671,-0.101603640691936,-0.0871989755034446,-0.0716872532553505,-2.7099372963503003,-9.424515307486056,-0.0892544761300087,0.1447618454694748,0.0263403505086898,-13.239997863769531,16.815719604492188,-52.17028045654297,0.5432190661464174,0.0734609216682351,-0.1186884485833271,-0.8279067841725074,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.387110+05:30,-0.2510459958742372,-0.1109630051895976,0.0200239663749933,-0.0467328493074281,-2.703421046324074,-9.42654301392138,0.0140304183587431,0.0691902041435241,0.0133993020281195,-13.092803955078123,16.870986938476562,-52.24932098388672,0.5436122489503541,0.0743990603213215,-0.1176640890827966,-0.8277110980455039,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.412110+05:30,-0.0606681479850783,-0.1140662319019436,0.2740548415452242,-0.0410853632060578,-2.707350786988437,-9.42544177468121,-0.0017385017126798,0.0094973742961883,0.0184017177671194,-13.098190307617188,16.743309020996094,-52.44036102294922,0.5438099246720084,0.0747856233616534,-0.1176576882422213,-0.8275473970269068,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
2026-06-10 19:17:17.437110+05:30,-0.0704217405312927,-0.1746004878416657,0.2341267357826232,-0.0422554070658516,-2.70098534360975,-9.427262560367584,-0.0511231906712055,-0.0082213338464498,0.0118068307638168,-13.087272644042969,16.66363525390625,-52.42594146728516,0.5440046424931001,0.0745757437865527,-0.1173960945670296,-0.8274754123059056,23.06371475572052,72.65237809165627,1.0080000042915345,69.609375,21.767766507464174
