window_id,start_index,end_index,mean_speed,max_speed,min_speed,std_speed,mean_accel,max_accel,min_accel,std_accel,mean_jerk,max_jerk,std_jerk,gyro_x_std,gyro_y_std,gyro_z_std,aggression_score_template
Agg_108,4280,4479,43.414789001447296,46.009328342323215,39.82498614714125,2.151440678025047,0.5518815710292594,3.884919958877551,-3.884919958877551,0.9330762478031488,0.3650205393984863,214.00167305239657,43.39859327566467,0.19910966362449686,0.19723334863998873,0.12325538499269785,0.1087463435314812
Agg_106,4200,4399,45.9825346911892,48.25417724613568,41.862860698959,1.5733071334590993,0.46396329276713344,3.884919958877551,-3.884919958877551,0.893911069949056,-0.08279007310700372,214.00167305239657,46.051331742011044,0.20818147017174096,0.2160643956191025,0.11605838666100271,0.10805378421893129
Agg_105,4160,4359,47.21937892784652,50.08659572727277,43.93892078467271,1.6577195057156007,0.46685934372736043,3.884919958877551,-3.884919958877551,0.9127005937781001,-0.049033604645917564,214.00167305239657,47.270790184948225,0.20410960764350958,0.22127597609663482,0.11433127923664796,0.10788758655215634
Agg_104,4120,4319,48.34303966283008,51.12916581598285,45.60428060006778,1.8900573773988834,0.49416535668987266,3.884919958877551,-3.884919958877551,0.9053494408729968,0.1549778933124732,214.00167305239657,46.74687155133611,0.1995493576421266,0.21340667942096922,0.1070835276514685,0.10719014330928954
Agg_118,4680,4879,17.40084358623875,24.41116280466081,11.435071179495658,3.9841083426736614,0.10904292345678127,4.685726343496886,-2.6422853597470324,1.1186760394357664,-0.5369880113195199,142.59684689807833,33.54549744563424,0.16633666992352897,0.23237079088116994,0.18639801531622752,0.1047121483685591
Agg_116,4600,4799,22.977652261710183,29.07823060060239,14.332645135473642,4.852534175259534,0.36584539777135966,4.685726343496886,-2.6422853597470324,1.1543167216667152,-0.17176001423165643,142.59684689807833,40.632855592557306,0.2073834704752442,0.2543681245879675,0.14508104630472046,0.10073626143118981
Agg_117,4640,4839,20.068786272991606,27.228869355992945,13.824987367770015,4.84161994197771,0.32199215280660004,4.685726343496886,-2.6422853597470324,1.1176494102376884,0.018321510931149306,142.59684689807833,36.144228240667154,0.19001541027264962,0.24121268362741694,0.14319115535745028,0.10055439928326189
Agg_115,4560,4759,26.13419153653633,32.047832299820826,16.082116353513232,4.2803280064859175,0.5466988201292926,4.685726343496886,-2.573692028326962,1.0566965203924537,0.2930654425878474,142.59684689807833,41.25400755797067,0.20649295040787397,0.2526413110458584,0.14241960410889773,0.10048015374676629
Agg_28,1080,1279,38.5391530043022,38.916001510564286,35.930408118397644,0.5010694238455352,0.7938426070553901,3.2879322902430537,-2.217846020361678,1.018273615149848,-0.16683941425665685,202.08043269532405,37.94401635864413,0.21756480010965987,0.12468157836673492,0.14836298993895547,0.09381015717459015
Agg_29,1120,1319,38.01337288928454,38.916001510564286,34.94835199252145,1.2326189675412544,0.808164414673383,3.335580137801045,-3.335580137801045,1.140390208277775,-0.21727114832296046,202.08043269532405,48.75092002083159,0.2547172296955364,0.15865548738973462,0.11373347742663435,0.09149926473908024
Agg_8,280,479,4.541760024547457,16.12800006866455,0.0,6.5464714887703535,-0.575293604151633,5.027463403801904,-5.027463403801904,1.3026846776512038,-0.027440981295916843,92.75070916813563,22.95044063837781,0.17261585540604796,0.3637815313973013,0.16303266085268317,0.09074772372077951
Agg_9,320,519,6.945840019225146,16.48799972533752,0.0,7.9809804965041335,-0.8992491449209166,5.027463403801904,-5.027463403801904,1.279023993182675,-0.18974285921738931,92.75070916813563,22.818703821985785,0.16856677319132016,0.3616396212504317,0.1626699384886012,0.0907128193426572
Agg_32,1240,1439,37.34816275381244,40.88418481790394,34.94835199252145,1.7897497284489277,0.4462447669339181,3.335580137801045,-3.335580137801045,0.9206212106249633,0.08397451481675094,183.52256644675907,42.05306816674508,0.2370489746941767,0.13332153777988054,0.1703405668208776,0.0898570676560058
Agg_11,400,599,13.74191992377948,23.18400020598175,0.0,6.292152663835621,-1.1135926539936376,5.027463403801904,-5.027463403801904,1.184213761004569,0.37354694333357924,92.75070916813563,24.024784937133536,0.1717141644122952,0.36307440159557364,0.14979527483702829,0.08947390447886223
Agg_10,360,559,10.24343996429265,16.48799972533752,0.0,7.834021134255323,-1.0145048013296116,5.027463403801904,-5.027463403801904,1.2586430770903743,0.06732065773843847,92.75070916813563,22.314754930026783,0.17003029697698466,0.36438904535883904,0.1489540800810339,0.08939295722348127
Agg_31,1200,1399,37.19804676255149,39.45171028727466,34.94835199252145,1.5956908857987862,0.5346322642978856,3.335580137801045,-3.335580137801045,0.9954307310408922,-0.12161769500566975,183.52256644675907,44.06619724954809,0.23844009341735697,0.13897171904529199,0.16434056131541838,0.08927969365970284
Agg_33,1280,1479,37.80536180058463,40.88418481790394,34.94835199252145,2.209489891437079,0.5086976738532504,3.335580137801045,-3.335580137801045,0.9294801899943043,0.4022418490504534,183.52256644675907,40.85573298765416,0.23044014459795742,0.12511129833539528,0.1457527487790269,0.0874910086998471
Agg_12,440,639,17.99315994643623,26.45999965665957,16.12800006866055,3.1076464001898745,-0.7999568545384408,5.027463403801904,-5.027463403801904,1.0158316131362353,0.14340545780599542,92.75070916813563,27.439370898602192,0.08908021335466906,0.11879504597635593,0.12208261724500231,0.08680714561547034
Agg_114,4520,4719,29.29991435129461,36.10413963925113,20.299720013550825,4.174530540652129,0.7380697692962659,4.685726343496886,-1.469073360117148,0.9564069824069575,0.019497188357239778,106.85914991983644,38.74820359907248,0.20210099261359138,0.24546486237450063,0.1341873928993624,0.08603553984403693
