time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1781099280468397300,43.90839721679688,-2.9749594398636376,-0.9867665910019291,-0.09850251305297876,-2.9259901867594817,0.10698471950215685,-0.07171706470305626,-0.1983064671032789
1781099280493473300,43.93347338867188,-2.969034321447142,-0.9867846780089469,-0.09657369162621086,-2.9294069290503857,0.10638543356336926,-0.07491111597200172,-0.1967572139614255
1781099280518549500,43.95854956054688,-2.9629467692988003,-0.9867365654182589,-0.09505522274573133,-2.931968893641735,0.10588280700377277,-0.07813035461055966,-0.19534346403525268
1781099280543624400,43.98362451171875,-2.956079375940871,-0.9864646994465552,-0.09468409504423483,-2.931986369366463,0.1061922514457689,-0.0815207612947409,-0.1953117588058585
1781099280568700400,44.00870043945312,-2.9495263204836055,-0.9860578001490414,-0.09552977934508604,-2.9295214490977637,0.10680492687748684,-0.08459812498277486,-0.19571545631287163
1781099280593776000,44.03377612304688,-2.9431270528696416,-0.9857414363113494,-0.09611915894717371,-2.9277448238879322,0.10667994499129042,-0.08771705565774353,-0.194682563811695
1781099280618851300,44.05885131835937,-2.935724572651785,-0.9854716572377253,-0.09575538275525422,-2.927834105393198,0.10636573978478805,-0.09144780742251352,-0.1933296822769916
1781099280643927300,44.08392724609375,-2.9279378248275996,-0.9850435419910196,-0.09526543782986564,-2.927809892786403,0.10747765728572263,-0.0951955536015583,-0.19483295407942486
1781099280669002200,44.109002197265625,-2.921514781590713,-0.9845535334192073,-0.09502649281731662,-2.927170932819513,0.10952923523539783,-0.09812064989476336,-0.19832421186448085
1781099280694078500,44.134078369140624,-2.915867380562343,-0.9842556875479475,-0.09452491911580138,-2.9274714066403047,0.11013650017527067,-0.10087466789585817,-0.1990463639309176
1781099280719154400,44.159154541015624,-2.9100106035373408,-0.9840992610865364,-0.09320517556291538,-2.9296227804910093,0.10981597959752798,-0.10393254995172375,-0.19805787511331122
1781099280744229400,44.1842294921875,-2.903042950859908,-0.9837483260431522,-0.09183316836238192,-2.9314312240857165,0.11080360282238558,-0.10737043062333186,-0.19960825964009302
1781099280769305300,44.209305419921876,-2.8971521033443635,-0.9832410076965795,-0.09212397504648119,-2.9298253884520427,0.11244849457441314,-0.11002545485158907,-0.20223162741833917
1781099280794380500,44.23438061523437,-2.8933355179236364,-0.9829173088882749,-0.09281084556906434,-2.9279166078221097,0.11299963841891966,-0.11176173335765636,-0.20278005551271677
1781099280819456300,44.25945629882813,-2.8895213043222303,-0.9827751376370544,-0.0935049594601558,-2.9265085471243055,0.11167464855169854,-0.11374760511539082,-0.19955196403214584
1781099280844532200,44.2845322265625,-2.885660454374355,-0.9825799710645361,-0.09522176328706097,-2.9231853882418055,0.10989912552065433,-0.11572177038068794,-0.19516754012922932
1781099280869607400,44.309607421875,-2.8837775006493973,-0.9825069426694575,-0.0968600651948741,-2.920252933551958,0.10801571698863269,-0.11675091234718733,-0.1907907765368772
1781099280894683400,44.33468334960938,-2.8818768868236604,-0.9825244396434191,-0.09829418300102741,-2.917988553950038,0.10523704483374514,-0.11793675668713985,-0.18465859424471073
1781099280919759400,44.35975927734375,-2.8775637518079784,-0.9823697642727973,-0.09915135935189465,-2.9164569600909953,0.10322308376629388,-0.12026511634778049,-0.17992681810129654
1781099280944834300,44.38483422851562,-2.872121812368004,-0.9820867534548763,-0.09856207295232543,-2.917140566589344,0.10326103345874006,-0.12299670016418492,-0.17953998002395363
1781099280969910300,44.40991015625,-2.8672778158775234,-0.981800499795569,-0.09717600885125749,-2.9191228135175433,0.10447103447082945,-0.12534119073033045,-0.18177856001413115
1781099280994985000,44.43498486328125,-2.8622948611514145,-0.9815516333292115,-0.09496358380752351,-2.9226805219150354,0.10584908487290388,-0.1278052663819213,-0.1845650540863298
1781099281020061000,44.46006103515625,-2.8565244674355483,-0.9812515368423769,-0.09368697964328697,-2.924589412073973,0.10622088706453321,-0.13071064887351977,-0.1850208681542863
1781099281045137000,44.48513696289063,-2.8511122556069357,-0.9809919059288733,-0.09351680662987251,-2.924730213532017,0.1052722348547191,-0.13351915331360886,-0.18258260270959928
1781099281070211800,44.5102119140625,-2.84520541916195,-0.9806629144961302,-0.09291482301359383,-2.925474605675759,0.10503089930913893,-0.13651211217834067,-0.18162879830250864
