time,seconds_elapsed,z,y,x
1781099236662109700,0.102109619140625,0.34487434465587136,-0.15426409451663492,-0.07030319675211794
1781099236687184600,0.1271845703125,0.25490590443909167,-0.09707155022025107,-0.13580874743154273
1781099236712259600,0.152259521484375,0.0784703101247549,-0.06444850677400828,-0.09948147003934718
1781099236737334500,0.17733447265625,0.1889525460600853,-0.11996581133455038,-0.11424949778066948
1781099236762409700,0.20240966796875,0.2651110721111297,-0.17284867573827503,-0.14751711360760963
1781099236787484700,0.227484619140625,0.21052140378952025,-0.14400953474491834,-0.058434105322696266
1781099236812559600,0.2525595703125,-0.20055998174548148,-0.07500672566741705,-0.06062424491127021
1781099236837634600,0.277634521484375,-0.12155191148221492,-0.09796265384107827,-0.07952023016964085
1781099236862709500,0.30270947265625,0.03299626067280769,-0.14801643229871989,-0.06913523981813341
1781099236887784400,0.327784423828125,0.19641747511327265,-0.1960667619794607,-0.10710669508762657
1781099236912859600,0.352859619140625,0.05532207424938678,-0.19546908834725618,-0.016071657685795798
1781099236937934600,0.3779345703125,0.018742109870910642,-0.26392010876089333,-0.09410936681325546
1781099236963008800,0.4030087890625,-0.04560848948657512,-0.22134236527234313,-0.0991356705426704
1781099236988083700,0.428083740234375,-0.035602643778920175,-0.17918489302247761,-0.0658482814361807
1781099237013159000,0.453158935546875,0.04692132565081119,-0.22138561989217995,-0.08579746554191224
1781099237038233900,0.47823388671875,-0.006631400838494301,-0.19395546891391277,-0.1368607315693516
1781099237063309800,0.503309814453125,-0.13061726146936417,-0.1724330806747079,-0.13105366185894235
1781099237088384800,0.528384765625,0.01728138966858387,-0.1721463726878166,-0.15015264974297024
1781099237113459700,0.553459716796875,0.10949731655120849,-0.16528057857155798,-0.04495822715060785
1781099237138535000,0.578534912109375,0.02537935592830181,-0.11872750171124935,-0.05941765016706194
1781099237163609900,0.60360986328125,0.05294073207080364,-0.1481631472930312,-0.17041447086129335
1781099237188685000,0.62868505859375,0.20875088698565958,-0.1524713658809662,-0.1090633455807343
1781099237213760000,0.653760009765625,0.003781272104382515,-0.14633388603925704,-0.11492714131390676
1781099237238835000,0.6788349609375,-0.03848024504184722,-0.08130787163823842,-0.060574003428220745
1781099237263910000,0.703909912109375,0.16541911025941372,-0.17900222993195056,0.0012425885061966254
1781099237288984800,0.72898486328125,0.20951836422681808,-0.12482786441296338,0.10178755502463317
1781099237314060000,0.75406005859375,0.16945055773258208,-0.16064795033484697,-0.20712421736558898
1781099237339135000,0.779135009765625,0.1666957060664892,-0.14291180263608694,-0.3354981751538813
1781099237364211000,0.8042109375,-0.08719897550344467,-0.101603640691936,-0.1862880395585671
1781099237389286000,0.829285888671875,0.020023966374993322,-0.1109630051895976,-0.25104599587423726
1781099237414360800,0.85436083984375,0.2740548415452242,-0.11406623190194368,-0.06066814798507839
1781099237439436000,0.87943603515625,0.23412673578262327,-0.17460048784166574,-0.07042174053129274
1781099237464511000,0.904510986328125,0.03736088562309742,-0.17409458414614198,-0.13148683824497273
1781099237489586000,0.9295859375,-0.2309545354872942,-0.08339607608914375,-0.12953467213073744
1781099237514660900,0.954660888671875,0.15264789149165153,-0.16029928302764893,-0.13260870014806278
1781099237539737000,0.979737060546875,0.11246610322892665,-0.21917408132255076,-0.13627777144908904
1781099237564812000,1.00481201171875,0.07836275809705257,-0.14866788194477557,-0.2105715082752518
1781099237589887000,1.029886962890625,0.16720950080752373,-0.20688129372149705,-0.22359703059764577
1781099237614962000,1.0549619140625,-0.07234685880839824,-0.1225266017332673,-0.041529362380201926
1781099237640036900,1.080036865234375,-0.35958559157550335,-0.12785890267193317,-0.10681545705609023
1781099237665111800,1.10511181640625,-0.39588732353448863,-0.07465484348982572,-0.05493946813996881
1781099237690188000,1.13018798828125,0.008028992676734924,-0.11092208865731953,0.009585871296492405
1781099237715263000,1.155262939453125,0.3235942407399416,-0.16347323688864707,0.029671390566416083
1781099237740338000,1.180337890625,0.651713265427947,-0.202746678134799,0.08888791497107594
1781099237765412900,1.205412841796875,0.24441022938787935,-0.21277678150087595,0.06029937860476784
1781099237790488800,1.23048876953125,-0.06760580176115036,-0.1667556195601821,-0.025158114393055438
1781099237815564000,1.25556396484375,0.11148586001992225,-0.09180413121134043,0.0938986284057144
1781099237840639000,1.280638916015625,0.03471943120360374,-0.08396686171442269,0.05211874816343188
1781099237865714000,1.3057138671875,0.20757482894361018,-0.16649901445060966,0.059677218985278155
1781099237890790000,1.330789794921875,0.33676410343647,-0.21895810048431158,-0.00031283794199116525
1781099237915864800,1.35586474609375,-0.021646014618873596,-0.20094664297550915,0.04891949546439573
1781099237940940000,1.38093994140625,-0.166679339453578,-0.13772446312606335,0.056408682176005094
1781099237966015000,1.406014892578125,0.0231751238822937,-0.21199936738759279,0.1203740816081874
1781099237991091200,1.43109130859375,0.08778817356824874,-0.26741847227066756,-0.029690889851329845
1781099238016166100,1.456166259765625,0.008432312780618668,-0.08422668169438838,-0.12651578096728772
1781099238041241000,1.481240966796875,0.11195464657545089,-0.19898878690600394,-0.05544954112053383
1781099238066317300,1.5063173828125,0.11577917329967022,-0.16792919338420031,-0.16268838838757946
1781099238091392300,1.531392333984375,0.07426175251901149,-0.1666091968268156,-0.1423850022830069
1781099238116467200,1.55646728515625,0.026440847679972648,-0.06214928992092609,-0.035386238248995505
