time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1781099323999633000,87.4396328125,3.3077041814103723,0.9121740649837963,10.029433445017451,23.067570353864365,58.46892854664475,39.13520812988281,14.24595499341347,12.514682724194895,72.65769804816931,7.369495320323592
1781099324999629000,88.43962915039063,3.155319600366056,0.9227737287165574,9.015319644435488,23.067633321822893,58.31654396560043,39.13520812988281,14.245954946845426,11.55184581723933,72.65775342054508,8.29365517923496
1781099325999625200,89.43962524414063,3.559345306828618,0.9166257630487686,8.042203347496907,23.067703161572247,58.72056967206299,39.13520812988281,14.245954901113649,10.922484778224746,72.65781483579441,9.233970586430177
1781099326999620400,90.43962036132812,5.382151906378567,0.9214918750865185,7.4468307839473,23.067776741417564,60.54337627161294,39.13520812988281,14.245954726511355,10.730159203809517,72.65787953999012,9.983593422550777
1781099327999618000,91.4396181640625,6.5733873546123505,0.9167251446572127,7.218474991257967,23.06786238392209,61.734611719846725,43.85477066040039,14.245954664114933,11.811353484263703,72.65796635295968,11.673860981958654
1781099328999613400,92.43961352539063,5.727531796321273,0.9677475014926911,7.250618207123587,23.067932369683334,60.88875616155565,43.85477066040039,14.245954489299365,10.518966822371269,72.65803902268242,11.285250257788631
1781099329999610600,93.43961059570313,2.7440406968817115,0.9169274326565521,7.297866057041266,23.067973397181667,57.90526506211609,55.03059005737305,14.245954421460457,12.080940789404755,72.65810408641909,10.15211717033425
1781099330999606000,94.43960595703125,3.2424554247409105,0.9228791459696384,7.438184236151037,23.06801329080742,58.403679789975286,61.24684524536133,14.245954447475254,12.109954039523304,72.65818753979676,10.04867393278765
1781099331999602000,95.43960180664062,3.0181430829688907,0.9239622912136846,7.289949985507071,23.068034503850694,58.179367448203266,72.59227752685547,14.245954786847724,11.637276915009984,72.65827730757115,10.267948117797511
1781099332999597300,96.43959741210938,2.5826927917078137,0.934781292461761,7.255741243124263,23.068048681069282,57.74391715694219,82.95167541503906,14.24595464310424,10.909105959640058,72.65838114976705,10.843480796376712
1781099333999594200,97.43959423828124,3.1450625006109476,0.9059063146404663,7.258856123027209,23.06805087833773,58.30628686584532,90.76914978027344,14.245954277683008,11.858092372276234,72.65849682684338,11.60705997141209
1781099334999590100,98.43959008789062,3.3968057883903384,0.9301900240468214,7.258930807370905,23.068038890218745,58.55803015362471,96.74820709228516,14.245954160034932,10.663363966248738,72.65861577391745,12.246148851699745
1781099335999586800,99.4395869140625,5.499615672044456,0.912815771014924,7.237316760525125,23.06802498549783,60.66084003727883,96.74820709228516,14.245954330179316,11.861666368817815,72.65874277034087,12.641213527000597
1781099336999581700,100.43958178710938,4.113971086218953,0.9077493886070647,7.25877585803527,23.068010349547077,59.27519545145333,96.74820709228516,14.245954490575132,12.180679795110986,72.65887644537413,13.220717045613755
1781099337999577600,101.43957763671875,4.712038891389966,0.9004757096558634,7.256776144041277,23.067997994267007,59.87326325662434,95.36543273925781,14.245954586175609,12.341965003574215,72.65901472004035,13.674518731343293
1781099338999574000,102.43957397460937,4.2246603183448315,0.7499221135161689,7.258969795501447,23.067985830379154,59.38588468357921,95.36543273925781,10.969566249286864,9.947843150448753,72.65915469273385,14.15422349080176
1781099339999570400,103.4395703125,4.307568792253733,0.9049565511381589,7.258811759646881,23.06797379255735,59.46879315748811,95.36543273925781,9.40063459396475,8.432961776781973,72.6592932146275,14.202546059995234
1781099340999566000,104.43956616210937,2.405767248943448,0.9214416576934871,7.248091000527296,23.06797425245365,57.56699161417782,90,8.665430290773436,7.404405518515675,72.65943132654044,13.91294325757577
1781099341999563000,105.43956298828125,2.7407708652317524,0.910722251599524,7.255230811936568,23.067974252453208,57.90199523046613,90,8.325256378246896,7.613462006457218,72.65955687151765,13.403938123926578
1781099342999558400,106.43955834960937,3.5022061010822654,0.9144354468746615,7.258849615974742,23.06797973092632,58.66343046631664,90,8.157256453238768,8.691015248279557,72.65968598516886,13.073517768006422
1781099343999554000,107.43955395507813,4.064562188461423,0.908908666298673,7.2581352677747075,23.067998930033372,59.2257865536958,82.89033508300781,8.07869329830041,8.098903397999575,72.65980811536,12.78036898397867
1781099344999550700,108.43955078125,4.379526541568339,0.9220105866424293,7.2578411982287685,23.068005784789683,59.540750906802714,82.89033508300781,8.039964260418701,8.45366079433225,72.65993211581092,12.66785572224105
1781099345999546600,109.43954663085937,3.927541246637702,0.9242866831318229,7.2585097441939475,23.068025073414304,59.08876561187208,77.83857727050781,8.020445551075538,8.626555227760008,72.66004712880734,12.205255773520195
1781099346999542800,110.43954272460938,3.9996576961129904,0.9209377722102089,7.258636458095328,23.06805238553635,59.160882061347365,77.83857727050781,8.01071449208809,8.732823589901988,72.66015373685855,11.6285724163775
1781099347999538000,111.43953784179688,4.068022143095732,0.9292941469791582,7.258928120990189,23.06807750974543,59.22924650833011,77.83857727050781,8.005788810084935,8.408075010913523,72.66025766968642,11.27394608624752
1781099348999534600,112.43953466796874,4.0685062892735,0.9071885790075326,7.258837949596255,23.068099020477014,59.229730654507875,76.53312683105469,8.00314303129606,8.751488114725,72.66036225942736,11.062496151983682
1781099349999531000,113.43953100585938,3.1001476692035794,0.9059204185749479,7.307762837369375,23.068117456862268,58.261372034437954,76.53312683105469,8.001736360436208,8.636172044444178,72.66045213852533,10.028927677569758
1781099350999527000,114.43952685546876,2.8338581919670105,0.9086113261404362,8.25479187832853,23.06813089279397,57.995082557201385,76.53312683105469,8.001020547590985,8.775527399555838,72.66053060149241,8.902175638839118
1781099351999523000,115.43952319335938,3.818442404270172,0.9107405141181012,9.13585582116065,23.068142873187075,58.97966676950455,76.53312683105469,8.000624347923972,8.902277317931492,72.66060290461276,8.077286277945108
1781099352999519200,116.43951928710938,3.895288254134357,0.9674754281353174,10.363291778990162,23.068154087903817,59.05651261936873,76.53312683105469,8.000430556571224,8.247494578187187,72.66067222793151,7.563574821109151
1781099353999515600,117.439515625,3.864408844150603,0.9384937204647044,11.21354427972982,23.068166710800092,59.02563320938498,76.53312683105469,8.000308590251645,7.985495481916885,72.66072956831503,6.780878556850226
1781099354999511300,118.43951123046875,2.9454894587397575,0.9136989307011336,13.11712789011439,23.068175675954283,58.10671382397413,76.53312683105469,8.0002467569237,8.724763418764347,72.66077388881038,5.638811114875229
1781099355999507500,119.43950756835937,3.2800967786461115,0.9146282316997176,16.588559901346954,23.06818571476704,58.44132114388049,72.95831298828125,8.000205577229066,7.9364118723056745,72.66080611118684,4.467254542642564
1781099356999503000,120.43950317382813,3.5188966523855925,0.9140284478426369,18.600915218319283,23.06819064669184,58.68012101761997,72.95831298828125,8.000176265495371,7.754770519941641,72.66084156204975,3.9812903154093453
1781099357999500000,121.4395,3.270009120926261,0.9220845049473424,19.452901501959794,23.06820071812743,58.431233486160636,72.95831298828125,8.000154243698814,7.71685293103433,72.66087532228363,3.8402742688250044
1781099358999476000,122.43947607421875,3.255702710710466,0.9207824777682251,23.485385210225225,23.068214553026277,58.41692707594484,72.95831298828125,8.000137091340848,7.581632922124909,72.66089667073982,3.176408660971016
1781099359999471600,123.4394716796875,3.1350145982578397,0.9252834960341954,25.34997898196871,23.068234012324297,58.296238963492215,72.95831298828125,8.00012340014565,7.572935573570086,72.66091519207117,2.9561469007840175
1781099360999475000,124.43947485351562,3.081915007904172,0.9173598940687007,23.55284544103739,23.068256814953845,58.24313937313855,71.96367645263672,8.000112248447952,7.625756031624718,72.6609383198222,3.1546302363715077
1781099361999483100,125.43948315429688,3.687448483891785,0.9098375793888638,17.295101788741157,23.068274115605675,58.84867284912616,71.96367645263672,8.000102853108322,7.336919691053101,72.66098335076184,4.253446915805429
1781099362999490800,126.43949072265625,3.6321104783564806,0.914509377858804,12.358651906372044,23.068266991080378,58.793334843590856,73.43284606933594,8.00009496640939,7.046215211707459,72.66106146916516,5.994028101454122
1781099363999500300,127.43950024414063,3.4513765713199973,0.9051833644966645,10.342668654548284,23.068297573291265,58.61260093655437,63.49811553955078,8.000081463728925,7.31843274328266,72.66113743847471,7.091538781305646
1781099364999511800,128.43951171875,3.1584879513829947,0.9105240303174046,9.845374047568823,23.06833232828006,58.31971231661737,63.49811553955078,8.000064917575212,7.319191061177701,72.66120181616066,7.493401243611299
1781099365999522600,129.4395224609375,3.2882138900458813,0.9155424559765769,9.004635247107176,23.068358327082827,58.449438255280256,63.49811553955078,8.000048351095199,7.1112474293282215,72.66128308629209,8.238781334181647
1781099366999535600,130.43953564453125,3.1821524780243635,0.9241778099606103,8.176836472849386,23.0684014947348,58.34337684325874,63.49811553955078,8.000033058222444,7.497465001522307,72.66136912448422,9.158112838735022
1781099367999549400,131.43954956054688,3.4366446640342474,0.912380515473326,7.5482760364364,23.06845420414317,58.59786902926862,63.49811553955078,8.00002058731853,8.177223728506359,72.66145263143588,9.794326032211575
